""
공직자윤리법 제10조 제1항 및 제2항의 규정에 따라 정부공직자윤리위원회 관할 재산공개대상자 53명의 재산등록사항을 다음과 같이 공개합니다
""
"",
"",소속,방송통신위원회 한국방송광고진흥공사,직위,사장,성명,이백만
"",,,,,,
"",,,,,,
(단위 : 천원),,,,,,
"본인과의관계",재산의 종류,소재지 면적 등 권리의 명세,"가액(실거래가격)",비고,,
▶ 건물(소계),"2,683,350",,,,,
본인,아파트,서울특별시 강남구 대치동 은마아파트 건물 42.22m2,"858,000(580,000)",,,
배우자,아파트,서울특별시 강남구 대치동 은마아파트 건물 42.22m2,"858,000(580,000)",,,
배우자,"아파트(전세(임차)권)",서울특별시 송파구 문정동 올림픽훼밀리타운 건물 94.00m2,"750,000",,,
장남,"아파트(전세(임차)권)",경기도 화성시 능동 동탄숲속마을모아미래도1단지 건물 60.49m2,"217,350",,,
▶ 부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기(소계),"15,000",,,,,
배우자,자동차,"2018년식 i30 배기량(1,355cc)","10,000(26,000)",,,
장남,자동차,"2010년식 스포티지 배기량(1,950cc)","5,000(9,500)",,,
▶ 예금(소계),"901,159",,,,,
본인,,"미래에셋대우(주) 1, 삼성생명보험 19,694, 신한금융투자(주) 268,041,신한라이프(오렌지라이프) 54,773, 신한은행 136,524","479,033",,,
직위,
"",
"",,,,,
"",,,,,
배우자,,"푸르덴셜생명보험 33,153, 한국교직원공제회 154,947, 한화생명보험주식회사","329,262",,
"",,"81,556, 현대해상화재보험 12,000",,,
장남,,"NH투자증권 5,941, 국민은행 7,811, 대신증권 2, 신한은행 2, 씨티은행 4,426,우리은행 9,989, 유안타증권 1,877, 중소기업은행 10,841, 케이뱅크 16,033,한국카카오은행(주) 6,626, 한국투자증권 2","63,550",,
장녀,,"(주)카카오페이증권 150, NH투자증권 50, 국민은행 3,327, 신한은행 21,336,우리은행 2, 한국투자증권 4,449","29,314",,
▶ 증권(소계),"763,398",,,,
본인,상장주식,"삼성메디슨 9,000주, 이오테크닉스 5,056주","553,694",,
본인,비상장주식,"대한특수금속 2,000주, 주식회사 에이치투홀딩스 20,000주","14,098",,
배우자,상장주식,"삼성메디슨 2,000주, 유화증권 1,615주","15,232",,
배우자,비상장주식,"인스밸리 1,000주","5,000",,
장남,상장주식,"LG디스플레이 230주, LG화학보통주 4주, OCI 80주, OCI보통주 8주,SNT모티브보통주 40주, 금호타이어보통주 200주, 넷마블 250주,신성이엔지보통주 370주, 알톤스포츠 888주, 에스케이하이닉스보통주 50주,하나금융지주 140주, 한국조선해양보통주 2주, 한화솔루션 900주","106,802",,
장녀,상장주식,"DGB금융지주 100주, SK 3주, SK하이닉스 40주, VANGUARDSHORT-TERMTREASURYETF78주, 대한유화 37주, 세방전지 25주, 아남전자 6,882주, 에이프로 344주,유한양행 198주, 하나제약 180주, 한화시스템 353주","68,522",,
장녀,금융채,QV CMA 원화RP,50,,
▶ 채무(소계),"38,953",,,,
장녀,금융채무,"신한은행 38,953","38,953",,
▶ 회원권(소계),"47,400",,,,
본인,콘도미니엄,소노호텔&리조트,"47,400",,
총 계,"4,371,354",,,,
소속,국무총리비서실,직위,,공보실장,,성명,김보협,
"",,,,,,,,(단위 : 천원)
본인과의,,,,가액,,,,
재산의 종류,소재지 면적 등 권리의 명세,,,,,,비고,
관계,,,,(실거래가격),,,,
▶ 건물(소계),,,,"329,000",,,,
"",,,,"329,000",,,,
본인 연립주택,서울특별시 종로구 구기동 대지 103.15m2 건물 84.84m2,,,,,,,
"",,,,"(230,000)",,,,
▶ 부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기(소계),,,,"13,120",,,,
"",,,,"13,120",,,,
본인 자동차,"2017년식 프리우스 E 배기량(1,800cc)",,,,,,,
"",,,,"(32,400)",,,,
▶ 예금(소계),,,,"370,068",,,,
"","(주)KEB하나은행 27,122, (주)카카오페이증권 3,128, 국민은행 16,787, 농협은행",,,,,,,
본인,"37,120, 미래에셋대우(주) 20,917, 푸르덴셜생명보험 51,833,",,,"157,004",,,,
"",한국카카오은행(주) 97,,,,,,,
"","(주)KEB하나은행 3,044, 국민은행 1,640, 농협중앙회 53, 신한은행 4,178,",,,,,,,
배우자,,,,"79,532",,,,
"","키움닷컴증권 5,358, 푸르덴셜생명보험 65,259",,,,,,,
부,"국민은행 1,772, 우체국 6",,,"1,778",,,,
"","국민은행 1,475, 농협중앙회 50,005, 신용협동조합중앙회 59,030, 신한은행",,,,,,,
모,,,,"125,958",,,,
"","14,669, 우리은행 272, 중소기업은행 3, 한국투자증권 504",,,,,,,
"","(주)KEB하나은행 2,402, (주)카카오페이증권 5, 미래에셋대우(주) 10,",,,,,,,
장남,,,,"2,470",,,,
"",한국카카오은행(주) 53,,,,,,,
장녀,"(주)KEB하나은행 549, 국민은행 6, 중소기업은행 2,300, 한국카카오은행(주) 471",,,"3,326",,,,
▶ 증권(소계),"133,441",,,
본인,상장주식,"KT 110주, LG전자 81주, SK디스커버리 40주, SK바이오사이언스 27주, SK하이닉스40주, 더블유게임즈 15주, 바이넥스 226주, 삼성전자 223주, 세경하이테크160주, 셀트리온 5주, 셀트리온헬스케어 21주, 에이치엘비 50주, 오뚜기 7주,유한양행 48주, 카카오 28주, 카카오뱅크 100주, 풀무원 125주, 한국조선해양68주, 한미약품 4주, 한화에어로스페이스 82주, 현대건설 30주","85,107",
본인,비상장주식,한겨레신문사 435주,"2,175",
배우자,상장주식,"금호석유화학보통주 67주, 동진쎄미켐 35주, 솔루스첨단소재보통주 14주, 쏠리드20주, 알테오젠 4주, 에코프로비엠 1주, 엔케이맥스 6주, 카카오보통주 85주,케이엠더블유 48주, 테크윙 35주, 팬엔터테인먼트 35주, 현대모비스보통주 33주,현대미포조선보통주 40주, 현대엘리베이터보통주 30주, 현대자동차보통주 27주","46,149",
장남,상장주식,테슬라 0.0114주,10,
총 계,"845,629",,,
소속,식품의약품안전처 한국의약품안전관리원,직위,,원장,,성명,오정완,
"",,,,,,,,(단위 : 천원)
본인과의,,,,가액,,,,
재산의 종류,소재지 면적 등 권리의 명세,,,,,,비고,
관계,,,,(실거래가격),,,,
▶ 토지(소계),,,,"19,987",,,,
"",,,,"16,866",,,,
